published_date,title,description,polarity,sentiment,source,country_code,country_name
2025-06-05 21:07:46+00:00,Ottawa silent on tariff retaliation as Carney takes part in talks with Trump,OTTAWA — Ottawa held its fire for a second day in a row Thursday after U.S. President Donald Trump doubled his steel and aluminum tariffs to 50 per cent — despite numerous calls for Canada to swiftly retaliate with new tariffs of its own.,-0.0516,negative,elliotlaketoday.com,my,Malaysia
2025-06-06 01:31:22+00:00,Trade Tensions Remain After Xi-Trump Call,"China and Hong Kong stocks remained steady as a Trump-Xi call left trade tensions unresolved. The lack of clarity in their discussion affected market reactions, with Chinese tech ADRs showing minimal change. Future tariff talks remain on the horizon, with headline risks persisting.",-0.7717,negative,devdiscourse.com,my,Malaysia
2025-04-09 07:00:00+00:00,"Trump limits tariffs on most nations for 90 days, raises taxes on Chinese imports","Facing a global market meltdown, President Donald Trump on Wednesday abruptly backed off his tariffs on most nations for 90 days, but raised ...",0.0129,neutral,AP News,us,United States
2025-04-22 07:00:00+00:00,"Trump says China tariffs will ‘come down substantially,’ hinting at potential U-turn","US President Donald Trump has signaled a major U-turn on his trade war with China, saying the high tariffs on Chinese goods will “come down ...",-0.5994,negative,CNN,us,United States
2025-05-10 17:13:00+00:00,U.S. and China begin talks amid tensions over Trump's tariff war,The meetings between top U.S. and Chinese officials in Geneva represent the first potential efforts to end a trade war that has frazzled ...,-0.8658,negative,NPR,us,United States
2025-04-21 15:42:41+00:00,Trump tariffs live updates: US won't drop China tariffs without something 'substantial',"Trump tariffs live updates: US won't drop China tariffs without something 'substantial'. ""Otherwise, I'm not going to drop 'em.",0.3089,positive,ABC News,us,United States
2024-09-27 07:00:00+00:00,Trump favors huge new tariffs. How do they work?,Former President Donald Trump has proposed a 60% tariff on goods from China and a 20% tariff on everything else the United States imports.,0.7269,positive,PBS,us,United States
2025-04-08 07:00:00+00:00,Trump says he is open to talks after hiking China tariffs to 125%,Summary · Donald Trump says he is open to talks with Chinese President Xi Jinping after he hit China with an even higher tariff rate of 125%.,0.0,neutral,BBC,gb,United Kingdom
2025-04-21 07:00:00+00:00,‘An Enormous Usurpation’: Inside the Case Against Trump’s Tariffs,The lawsuits challenging Trump's trade war make powerful legal arguments. Is that enough?,-0.5106,negative,Politico,us,United States
2024-10-10 07:00:00+00:00,Making Tariffs Great Again: Does President Trump Have Legal Authority to Implement New Tariffs on U.S. Trading Partners and China?,"If former president Donald Trump wins back the White House, U.S. trading partners are likely to face a barrage of renewed tariff threats.",0.7783,positive,CSIS | Center for Strategic and International Studies,us,United States
2025-04-10 07:00:00+00:00,The Economic Effects of President Trump’s Tariffs,"PWBM projects Trump's tariffs (April 8, 2025) will reduce long-run GDP by about 6% and wages by 5%. A middle-income household faces a $22K ...",0.0,neutral,Penn Wharton Budget Model,us,United States
2025-04-16 07:00:00+00:00,Governor Newsom files lawsuit to end President Trump’s tariffs,"The lawsuit argues that President Trump lacks the authority to unilaterally impose tariffs against Mexico, China, and Canada or create an across ...",-0.6369,negative,Governor of California (.gov),us,United States
2025-05-03 04:01:15+00:00,Trump’s Tariff on Cheap Chinese Imports Will Cost Big Tech Billions,"On Friday, President Trump eliminated the exemption that had allowed goods made in mainland China and Hong Kong valued at less than $800 to ...",0.4404,positive,The New York Times,us,United States
2025-04-16 07:00:00+00:00,Newsom takes Trump to court over 'unlawful' tariff powers,"Gov. Gavin Newsom and Attorney General Rob Bonta announced the lawsuit Wednesday, saying the tariffs hurt “states, consumers and businesses.”.",-0.836,negative,CalMatters,us,United States
2025-04-03 07:00:00+00:00,A timeline of Trump’s tariff actions so far,"Trump announces plans to hike steel and aluminum tariffs starting March 12. He removes the exemptions from his 2018 tariffs on steel, meaning ...",0.0,neutral,PBS,us,United States
2025-05-05 20:05:48+00:00,Trump tariffs: US president says foreign movies may be hit with 100% levies,"The president blamed foreign-made movies for the American film industry's ""very fast death"".",-0.8062,negative,BBC,gb,United Kingdom
2025-04-18 07:00:00+00:00,Trump tariffs live updates: Trump says US and China are discussing a deal,COVID-19 · Entertainment · Business · Technology · Lifestyle · Health · Weather · Sports · Elections · Stream on. hulu · ABC News Network.,0.4215,positive,ABC News,us,United States
2025-05-07 20:24:49+00:00,How a visit from actor Jon Voight led Trump to post about movie tariffs,"Since he announced his intention to impose a 100% tariff on movies made outside of the United States, President Trump has hedged, ...",0.1531,positive,NPR,us,United States
2025-03-07 08:00:00+00:00,The short history of Trump’s tariff chaos — and more that happened this week,"Feb. 10: Trump says he will impose 25% tariffs on steel imports from all countries, and he raises aluminum tariffs from 10% to 25%.",-0.7096,negative,NPR,us,United States
2025-05-08 12:15:29+00:00,Americans are already seeing Trump's tariffs kick in. They sent in receipts to prove it,"There's new tariffs on almost everything that is imported. Some of that increased cost is being eaten by exporters in other countries, ...",0.2732,positive,NPR,us,United States
2025-04-23 07:00:00+00:00,A dozen states sue the Trump administration to stop tariff policy,"The global economy will be hit hard by Trump's tariffs, IMF warns. The states listed as plaintiffs in the lawsuit were Oregon, Arizona, Colorado ...",-0.5994,negative,NPR,us,United States
2025-05-08 03:06:42+00:00,"Trump announces trade deal with the U.K., first since his tariffs sent markets reeling","Trump said this would boost U.S. exports of beef, ethanol and other goods — though details on food standards still need to be worked out.",0.4019,positive,NPR,us,United States
2025-05-09 14:12:23+00:00,Trump signals he is open to cutting China tariffs to 80% ahead of trade negotiations,President Donald Trump has signaled a willingness to drastically cut the U.S.' current 145% tariff rate on China ahead of trade talks ...,-0.128,negative,NBC News,us,United States
2025-05-09 13:24:58+00:00,Trump proposes 80% China tariff ahead of trade talks,"US President Donald Trump has proposed cutting tariffs on goods from China, in his latest comment to signal interest in de-escalating the ...",0.3612,positive,BBC,gb,United Kingdom
2025-05-09 22:47:02+00:00,"Ahead of China-US talks, Trump says 80% tariff 'seems right'","U.S. President Donald Trump said on Friday an 80% tariff on Chinese goods ""seems right,"" suggesting for the first time a specific ...",0.0,neutral,Reuters,intl,International
2025-04-29 07:00:00+00:00,A ‘p*ssed’ Trump called Jeff Bezos after learning Amazon considered breaking out a tariff charge,Trump has slapped 145% tariffs on imports from China and a 10% minimum tax on all other countries. The call came shortly after one of the senior ...,0.1779,positive,CNN,us,United States
2025-04-02 07:00:00+00:00,Regulating Imports with a Reciprocal Tariff to Rectify Trade Practices that Contribute to Large and Persistent Annual United States Goods Trade Deficits,"The additional ad valorem duty on all imports from all trading partners shall start at 10 percent and shortly thereafter, the additional ad ...",0.4215,positive,The White House (.gov),us,United States
2024-11-26 08:00:00+00:00,"Trump ups the ante on tariffs, vowing massive taxes on goods from Mexico, Canada and China on Day 1","President-elect Donald Trump on Monday promised massive hikes in tariffs on goods coming from Mexico, Canada and China starting on the first ...",0.3612,positive,CNN,us,United States
2025-04-24 07:00:00+00:00,"China tells Trump: If you want trade talks, cancel tariffs",China denies any trade talks with the US as it calls for sweeping tariffs to be cancelled.,-0.6705,negative,BBC,gb,United Kingdom
2025-04-17 07:00:00+00:00,The economic impact of Trump’s tariffs on Europe: an initial assessment,"Before the trade war, the average US tariff rate on imports from the EU was 1.47 percent, while on EU imports from the US it was 1.35 percent.",-0.5994,negative,Bruegel,be,Belgium
2025-05-09 15:33:48+00:00,Inside China's decision to come to the table on Trump tariffs,"China's economic concerns prompt trade talks with Trump team, officials say · Geneva talks highlight deep mistrust between US and China · Easing ...",0.5267,positive,Reuters,intl,International
2025-05-06 11:11:41+00:00,How much will Donald Trump’s tariffs cost US families?,"US households will have to pay an estimated $4,000 more per year due to tariffs imposed by the US president.",-0.1779,negative,Al Jazeera,qa,Qatar
2025-05-08 09:00:00+00:00,How Trump's tariffs are causing pain for some U.S. manufacturers,The tariffs are leading to higher costs for importing the materials and machinery used by some to make products in America. A worker on the ...,-0.5106,negative,NBC News,us,United States
2025-02-03 13:48:52+00:00,"What are tariffs, how do they work and why is Trump using them?","What are tariffs and how do they work? Tariffs are taxes charged on goods bought from other countries. Typically, they are a percentage of a product's value.",0.2406,positive,BBC,gb,United Kingdom
2025-05-05 02:00:51+00:00,Trump Says He Will Put 100% Tariff on Movies Made Outside U.S.,"President Trump said he would impose a 100 percent tariff on movies “produced” outside the United States, proclaiming in a social media post ...",0.1531,positive,The New York Times,us,United States
2025-04-10 07:00:00+00:00,Trump tariffs live updates: Wall Street stocks up at end of rollercoaster week,"After a turbulent week for the global stock markets, Wall Street saw some gains at the close on Friday but the UK's FTSE ended down 1.1%.",0.1779,positive,BBC,gb,United Kingdom
2025-04-24 07:00:00+00:00,Trump says the U.S. and China are 'actively' discussing tariffs. Beijing says that's false.,"At 145%, Trump's tariffs are higher on China than any other country. As he ratcheted up tariffs on Chinese goods in recent weeks, citing unfair ...",-0.2023,negative,NBC News,us,United States
2025-04-09 07:00:00+00:00,"Trump says he will pause tariff hikes for 90 days, but not for China","President Trump abruptly announced on Wednesday that he would pause big hikes on tariffs for most countries for 90 days, except for China.",0.0,neutral,NPR,us,United States
2025-05-07 09:32:04+00:00,Pharma shipments surge as Trump tariff threat looms,President Trump's threat of pharmaceutical tariffs is driving a surge of exports of drugs and medical products from Europe to the U.S. as ...,-0.8126,negative,Axios,us,United States
2025-02-05 08:00:00+00:00,Here's how Trump's tariffs could cost you and your wallet,Trump has slapped 25% tariffs on goods from Canada and Mexico — and an additional 10% tax on Chinese goods. Americans are likely to see ...,0.0,neutral,NPR,us,United States
2025-05-05 19:23:00+00:00,Hollywood is shaken by Trump’s tariff plan for the movie industry,"Filmmakers and Hollywood financiers are baffled, to say the least, by President Trump's announcement that he wants a 100% tariff on movies ...",-0.0772,negative,CNN,us,United States
2025-03-04 08:00:00+00:00,China and Canada immediately retaliate against Trump’s tariffs. Mexico is next,"China and Canada hit back. Mexico is next. Beijing retaliated on Tuesday by announcing 15% tariffs on chicken, wheat, corn, and cotton imports ...",0.0,neutral,CNN,us,United States
2025-04-04 07:00:00+00:00,Inside Trump’s defiant response to the markets’ tariff meltdown,"President Donald Trump's sweeping new tariffs are facing blowback from all corners – a market sell-off, foreign retaliation, ...",-0.2263,negative,CNN,us,United States
2025-04-03 07:00:00+00:00,“Liberation Day” Tariffs Explained,"A universal 10 percent tariff on all imported goods will take effect on April 5, followed by further tariffs on dozens of named countries, set ...",0.0,neutral,CSIS | Center for Strategic and International Studies,us,United States
2025-05-09 12:21:42+00:00,Trump Suggests Openness to Slashing China Tariffs Ahead of Trade Talks,"The president said reducing tariffs to 80 percent from the current 145 percent “sounds right,” as U.S. and Chinese negotiators prepare to meet ...",0.0772,positive,The New York Times,us,United States
2025-02-01 08:00:00+00:00,"Would Donald Trump’s tariffs on Canada, Mexico and China hurt US consumers?","Trump's new proposed tariffs would lower the incomes of Americans, with the impact ranging from around 4% for the poorest fifth to around 2% for the wealthiest ...",-0.7096,negative,BBC,gb,United Kingdom
2025-04-10 07:00:00+00:00,"Trump Has Added 145% Tariff to China, White House Clarifies",The White House on Thursday clarified that China faced a minimum tariff rate of 145 percent on all imports to the United States.,0.5719,positive,The New York Times,us,United States
2025-03-05 08:00:00+00:00,"Trump puts U.S. tariffs on thousands of goods from Canada and Mexico, risking higher prices","President Donald Trump has moved forward with a plan to put sweeping tariffs on all goods coming into the United States from Canada and Mexico, ...",0.128,positive,NBC News,us,United States
2025-05-09 15:29:00+00:00,"Trump, in a major concession, says the tariff on China should be 80% — but will leave it up to Bessent",Trump and Bessent have both said the high tariff on China — and China's 125% tariff on most US goods — is unsustainable and needs to be lowered.,-0.2617,negative,CNN,us,United States
2025-05-02 07:00:00+00:00,Wall Street stocks bounce back from Trump tariff losses,"Wall Street has clawed back losses incurred after President Donald Trump imposed global tariffs a month ago, capping the longest winning ...",-0.3182,negative,BBC,gb,United Kingdom
2025-03-04 08:00:00+00:00,"Trump triggers trade war, price hikes with tariffs on Canada, China and Mexico","Trump triggers trade war, price hikes with tariffs on Canada, China and Mexico · Tariffs on Canadian, Mexican, Chinese goods come into force ...",-0.8316,negative,Reuters,intl,International
2025-05-07 09:01:56+00:00,"Trump’s Threatened Tariffs Are So Large, 10% Feels Like a Relief","The United States still has a 10 percent “universal” tariff in effect on most imports globally, as well as 25 percent tariffs on imported cars, ...",0.7579,positive,The New York Times,us,United States
2025-05-09 14:23:22+00:00,"Ahead of trade talks, Trump says an 80% tariff on China 'seems right'","Ahead of trade talks, Trump says an 80% tariff on China 'seems right'. Updated May 9, 202510:23 AM ET ...",0.0,neutral,NPR,us,United States
2025-04-02 07:00:00+00:00,Trump unveils sweeping 10% tariff and 'reciprocal' tariffs on dozens of nations,"Trump said trading partners will face ""reciprocal tariffs"" ranging as high as 49% aimed at penalizing them for their trade barriers.",0.0,neutral,NPR,us,United States
2025-05-09 12:55:06+00:00,"In Trump's circle, some expect high tariffs even after trade deals","Summary. Trump's tariffs have angered trade partners, slowed global economy, roiled markets; President's advisers differ on theory ...",-0.5106,negative,Reuters,intl,International
2025-05-05 16:14:44+00:00,"Trump threatens 100 percent tariff on foreign-made films, saying domestic movie industry is dying","NEW YORK (AP) — President Donald Trump is opening a new salvo in his tariff war, targeting films made outside the U.S..",-0.7579,negative,PBS,us,United States
2025-05-07 20:20:29+00:00,Trump tariffs live updates: Trump declines to soften tariffs with US-China trade talks set to begin,Trump has placed tariffs as high as 145% on Chinese imports. China has retaliated with tariffs of 125% on American imports. The moves rattled ...,0.0,neutral,Yahoo Finance,us,United States
2025-04-21 07:00:00+00:00,Sell USA? Why Trump's tariffs may be sparking a historic storm on Wall Street,"As soon as Trump unveiled his tariffs on April 2, stock markets plummeted all over the world. That was not a surprise. Stocks tend to ...",-0.2057,negative,NPR,us,United States
2025-04-27 07:00:00+00:00,American Battleground: How Trump’s big bet on tariffs went bad,President Donald Trump's massive wager on tariffs with your money came together over years. It took just days to fall apart.,-0.7351,negative,CNN,us,United States
2025-04-18 07:00:00+00:00,Trump wants his tariffs to reset the world. He might get his wish,"So far, he has imposed 25% tariffs on aluminum and steel; 25% tariffs on goods from Mexico and Canada that aren't compliant with a free-trade ...",0.34,positive,CNN,us,United States
2025-04-23 20:48:03+00:00,Trump tariffs live updates: Bessent says there's 'no unilateral offer' to slash tariffs on China,"Trump retaliates against China's retaliation by imposing another 50% tariff. Cumulative new tariff: 104%. ""We are waiting for their call,"" Trump ...",-0.3612,negative,Yahoo Finance,us,United States
2025-04-17 07:00:00+00:00,Trump floats plan to nix federal income tax and replace revenue with money from tariffs,Trump floats plan to nix federal income tax and replace revenue with money from tariffs · Money and a plane ticket · The Biden autopen. Trump ...,0.0,neutral,USA Today,us,United States
2025-05-05 19:43:23+00:00,Trump orders 100% tariff on foreign-made movies to save 'dying' Hollywood,Trump orders 100% tariff on foreign-made movies to save 'dying' Hollywood · Trump says authorizing agencies to start process of imposing tariff ...,0.7184,positive,Reuters,intl,International
2025-03-04 08:00:00+00:00,5 things to know about tariffs and how they work,"Tariffs are a tax on imports. Tariffs are typically charged as a percentage of the price a buyer pays a foreign seller. In the United States, ...",0.25,positive,PBS,us,United States
2025-05-08 15:51:19+00:00,"Trump says a trade deal with the U.K. is close, but 10% tariff remains on some items",President Donald Trump said he is to sign a trade deal with Britain that will be America's first since he announced sweeping global tariffs.,0.0,neutral,NBC News,us,United States
2025-04-12 18:19:00+00:00,Smartphones and computers are now exempt from Trump’s latest tariffs,"Electronics imported to the United States will be exempt from President Donald Trump's reciprocal tariffs, according to a US Customs and ...",0.5574,positive,CNN,us,United States
2025-04-04 07:00:00+00:00,"Trump tariffs sow fears of trade wars, recession and a $2,300 iPhone",The U.S. tariffs would amount to the highest trade barriers in more than a century: a 10% baseline tariff on all imports and higher targeted ...,-0.8481,negative,Reuters,intl,International
2025-04-12 07:00:00+00:00,Trump exempts smartphones and computers from new tariffs,"US President Donald Trump's administration has exempted smartphones, computers and some other electronic devices from ""reciprocal"" tariffs, ...",0.0,neutral,BBC,gb,United Kingdom
2025-05-09 15:05:24+00:00,Trump signals he may lower tariffs on China,President Donald Trump has floated cutting tariffs on China from 145% to 80% ahead of a weekend meeting among top U.S. and Chinese trade ...,-0.2263,negative,PBS,us,United States
2025-04-24 07:00:00+00:00,China Has an Army of Robots on Its Side in the Tariff War,"China's secret weapon in the trade war is an army of factory robots, powered by artificial intelligence, that have revolutionized manufacturing.",-0.7845,negative,The New York Times,us,United States
2025-02-03 08:00:00+00:00,Share falls ease after Trump tariff turmoil,US shares regained some ground after falling sharply in early trade as Trump paused tariffs on Mexico and Canada.,0.4215,positive,BBC,gb,United Kingdom
2025-05-07 16:36:37+00:00,ICYMI: Farmers Back President Trump’s Tariffs,"70% of farmers expect the President Trump's tariffs to strengthen the agricultural economy in the long-term. Farmer sentiment improved in April, ...",0.6597,positive,The White House (.gov),us,United States
2025-04-11 07:00:00+00:00,"China retaliates again in Trump's trade war, prompting flight from US assets","This week, Trump announced his reprieve for levies on dozens of countries while ratcheting up tariffs on Chinese imports effectively to 145%.",-0.0772,negative,Reuters,intl,International
2025-03-06 08:00:00+00:00,Trump tariffs: US expands exemptions to Canada and Mexico tariffs,Trump said he was granting the two US neighbours a temporary exemption on tariffs that he imposed two days ago.,0.34,positive,BBC,gb,United Kingdom
2025-05-07 18:42:38+00:00,Trump digs in on high China tariffs ahead of trade talks,President Donald Trump said he would not consider lowering the United States' 145% tariffs on China in order to spur trade-war negotiations ...,0.5484,positive,CNBC,us,United States
2025-04-30 07:00:00+00:00,Trump’s tariffs loom over the economy as shipments from China fall,"American businesses are cancelling orders from China, postponing expansion plans and hunkering down to see what trade policy surprises ...",-0.3182,negative,AP News,us,United States
2025-04-13 07:00:00+00:00,Trump's changing tariffs causes panic buying and paralysis,"The latest tariffs include a 10% tax on the vast majority of imports - and an eye-popping 145% duty on goods from China, which is the third ...",-0.5106,negative,BBC,gb,United Kingdom
2025-05-08 22:45:33+00:00,The impact Trump’s tariffs are already having on global supply chains and U.S. businesses,"President Trump and British Prime Minister Keir Starmer announced a new trade agreement today. Many of the details are still being hammered out, ...",0.4939,positive,PBS,us,United States
2025-04-11 07:00:00+00:00,Are Trump’s tariffs a bargaining chip for a new global economic order? : Planet Money,It's not just tariffs. The White House is rethinking the central role of the dollar in the global economy.,0.0,neutral,NPR,us,United States
2025-05-07 14:35:04+00:00,Trump tariffs live updates: US-China trade talks to start this week with Bessent leading US delegation,Trump has placed tariffs as high as 145% on Chinese imports. China has retaliated with tariffs of 125% on American imports. The moves rattled ...,0.0,neutral,Yahoo Finance,us,United States
2025-05-06 02:04:22+00:00,Trump tariffs: Car giant Ford and Barbie maker Mattel warn over tariffs costs,Barbie maker Mattel says it will put up the prices of some of its toys in the US as President Donald Trump's tariffs increase its costs.,0.2263,positive,BBC,gb,United Kingdom
2025-05-08 16:18:45+00:00,"U.S., Britain strike first major trade deal of Trump tariff era","The newly imposed 10% U.S. baseline tariff on imports from Britain will remain, while average British tariffs on imports from the U.S. will fall ...",-0.2023,negative,Axios,us,United States
2025-05-09 17:10:22+00:00,Trump floats lower tariffs on China. What would it mean for prices?,Trump floats lower tariffs on China. What would it mean for prices? The move comes a day before U.S.-China trade negotiations are set to begin.,-0.5803,negative,ABC News,us,United States
2025-05-05 17:06:21+00:00,Trump film tariffs: What next for Hollywood and beyond?,"US President Donald Trump has said he will hit movies made in foreign countries with 100% tariffs, as he ramps up trade disputes with ...",-0.2732,negative,BBC,gb,United Kingdom
2025-04-03 07:00:00+00:00,What Trump has announced on tariffs and why it matters,"On Thursday, he announced a 25% levy on all vehicles imported from the US that are not compliant with a current North American free trade deal.",0.5267,positive,BBC,gb,United Kingdom
2025-04-09 07:00:00+00:00,Markets Soar After Trump Backs Down on Tariffs,"The S&P 500 rose 9.5 percent after President Trump announced he would pause his “reciprocal” tariffs for 90 days, but economists warned that ...",-0.4118,negative,The New York Times,us,United States
2025-05-09 05:32:00+00:00,"Trump Team Seeks Tariff Cuts, Rare Earths Relief in China Talks",The Trump administration is considering a significant tariff reduction in talks with China to ease economic pain and de-escalate tensions.,-0.2023,negative,Bloomberg.com,us,United States
2025-05-09 13:00:07+00:00,"Baffled by the Trump Tariffs, C.E.O.s Lean on the Word ‘Uncertainty’","Executives used “tariffs” in 93 percent of earnings calls. “Recession” came up in 30 percent of these discussions, versus 3 percent in the ...",0.0,neutral,The New York Times,us,United States
2025-04-22 07:00:00+00:00,Want evidence Trump’s tariffs are upending the global economy? Here it is,"The decline in exports came after Trump enacted a 25% tariff on all aluminum, steel and auto imports. All other South Korean imports were also ...",0.0772,positive,CNN,us,United States
2025-03-06 08:00:00+00:00,Trump delays some tariffs on Mexico and Canada for one month,President Donald Trump on Thursday signed executive actions that delay for nearly one month tariffs on all products from Mexico and Canada ...,-0.3182,negative,CNN,us,United States
2025-04-03 07:00:00+00:00,"Trump’s Reciprocal Tariff Calculations Are Nonsense, Will Punish Mutually Beneficial Trade","Trump's reciprocal tariff calculations draw its estimates from bilateral trade deficits in goods, a fundamentally flawed method.",-0.743,negative,Tax Foundation,us,United States
2025-05-07 20:58:12+00:00,Trump Says U.S. Won’t Drop Tariffs Ahead of China Talks,President Trump said Wednesday that he would not lower high tariffs on goods from China ahead of talks this weekend between U.S. and Chinese ...,-0.0547,negative,The New York Times,us,United States
2025-03-09 08:00:00+00:00,"Trump says tariffs on Mexico and Canada ‘could go up,’ declines to rule out possible recession","President Donald Trump said tariffs on some goods from Canada and Mexico planned for April 2 “could go up,” and would not predict whether ...",-0.4215,negative,CNN,us,United States
2025-04-10 07:00:00+00:00,Trump had five tariff goals - has he achieved any of them?,Trump had five tariff goals - has he achieved any of them? · 1) Better trade deals · 2) Boosting American industry · 3) Facing off with China.,0.6868,positive,BBC,gb,United Kingdom
2025-05-10 04:01:17+00:00,US and China Meet for First Time Since Trump Imposed Tariffs,The meetings are the first since Mr. Trump ratcheted up tariffs on Chinese imports to 145 percent and China retaliated with its own levies of ...,-0.0772,negative,The New York Times,us,United States
2025-04-01 07:00:00+00:00,Trump tariffs: Three big unknowns ahead of president's 'Liberation Day' announcement,"Trump has already raised duties on Chinese imports, as well as steel, aluminium and some goods from Canada and Mexico. Higher levies on cars are ...",0.2732,positive,BBC,gb,United Kingdom
2025-05-09 11:35:15+00:00,Trump suggests cutting China tariff rate to still-high 80% ahead of Switzerland talks,"An 80% levy would be a significant reduction from the 145% tariff currently facing many Chinese goods. However, that number could still be ...",0.1531,positive,CNBC,us,United States
2025-05-08 16:17:23+00:00,Trump Says ‘Substantive’ China Talks Could Yield Tariff Cut,"Trump said that if talks went well, he could consider lowering the 145% tariff he has imposed on many Chinese goods. “It could be,” Trump said ...",-0.3182,negative,Yahoo Finance,us,United States
2025-03-12 07:00:00+00:00,U.S. allies hit back as Trump administration imposes metals tariffs,America's allies hit back as the Trump administration imposes 25% tariffs on steel and aluminum imports. Trump eased off of an earlier threat to ...,-0.4588,negative,NBC News,us,United States
2025-04-15 00:14:22+00:00,Presidential Tariff Actions,For the Presidential actions taken pursuant to his authority under the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.),-0.3182,negative,United States Trade Representative (.gov),us,United States
2025-05-09 10:24:36+00:00,Trump tariffs live updates: Trump team said to eye cutting tariffs to below 60% at US-China talks,"President Trump has vowed to slap 100% tariffs on all movies produced outside the US, reviving worries about a global trade war as his trade ...",-0.765,negative,Yahoo Finance,us,United States
2025-04-26 07:00:00+00:00,Confused about Trump’s tariff war? There’s a good reason for that,It's been a wild few days for the US economy. President Donald Trump's jabs at Federal Reserve Chair Jerome Powell are affecting markets.,-0.5106,negative,CNN,us,United States
2025-03-11 07:00:00+00:00,Trump Tariff Tracker,The Trump administration has embarked on a novel and aggressive tariff policy to address a range of economic and national security concerns.,0.4767,positive,Atlantic Council,us,United States
2025-04-17 07:00:00+00:00,Economist explains impact of Trump’s tariff plans,"Tariffs are taxes placed on goods entering the country. When the government imposes a tariff, it increases costs for U.S. consumers and ...",-0.1027,negative,USC Dornsife,us,United States
2024-05-20 07:00:00+00:00,Why Trump's tariff proposals would harm working Americans,"Trump's tax proposals entail sharply regressive tax policy changes, shifting tax burdens away from the well-off and toward lower-income members of society.",-0.7184,negative,Peterson Institute for International Economics,us,United States
2025-01-29 08:00:00+00:00,"Trump Tariff Plans Cause Concern, Much Speculation","Economists have warned that Trump's tariff plans would raise costs for businesses and consumers, hampering another of his campaign promises — to ...",0.128,positive,CalChamber,us,United States
2025-01-29 08:00:00+00:00,Analyzing Trump Tariffs 2.0,SIS professor Michael Stanaitis provides a framework for understanding tariffs during President Donald Trump's second term.,0.0,neutral,American University,us,United States
2025-04-03 07:00:00+00:00,How the White House calculated Trump’s sweeping new tariffs,The Trump administration has declared an “economic emergency” to bypass Congress and impose a 10 percent tariff on nearly all countries and ...,-0.296,negative,PBS,us,United States
2024-06-18 07:00:00+00:00,Trump Floats Replacing Income Tax with Tariffs,To replace the roughly $2 trillion of revenue raised by the individual income tax with tariffs would require astronomically high tariff rates.,0.0,neutral,Tax Foundation,us,United States
2025-04-13 07:00:00+00:00,"Tariffs on imported semiconductor chips coming soon, Trump says","Lutnick said Trump would enact ""a special focus-type of tariff"" on smartphones, computers and other electronics products in a month or two, ...",0.4019,positive,Reuters,intl,International
2025-04-14 07:00:00+00:00,Trump threatens new tariffs on smartphones days after exempting them,"Trump imposed a tariff amounting to 54% on imports of products from China at the beginning of April, before escalating to the current 145% rate.",-0.4404,negative,BBC,gb,United Kingdom
2025-01-28 08:00:00+00:00,All of Trump’s tariffs and threatened trade actions,"President Donald Trumpsaid on Sunday that his top priority was to secure a fair trade deal with China, after the fallout from his chaotic ...",-0.1779,negative,Reuters,intl,International
2025-03-06 08:00:00+00:00,"Trump Administration Highlights: In Reversal, Many New Tariffs on Mexico and Canada Are Suspended","Tariff reversal: President Trump signed executive orders suspending new tariffs on many imports from Mexico and Canada, two days after he ...",-0.4767,negative,The New York Times,us,United States
2025-04-02 07:00:00+00:00,How Are Trump’s Tariff Rates Calculated?,The answer appears to begin with the total trade deficit America runs with its trading partners.,-0.4549,negative,The New York Times,us,United States
2025-05-05 22:13:36+00:00,Trump Called for Movie Tariffs. Newsom Proposes a Tax Credit Instead.,Gov. Gavin Newsom of California said that he wanted to team up with the Trump administration to craft a $7.5 billion federal film tax credit.,0.6369,positive,The New York Times,us,United States
2025-04-14 07:00:00+00:00,How China went from courting Trump to ‘never yield’ tariff defiance,"China's finance ministry said Friday that with tariffs on U.S. goods now at 125%, it will stop matching any future hikes in duties by Washington ...",-0.296,negative,Reuters,intl,International
2025-05-07 09:00:00+00:00,The Fed holds interest rates steady as Trump's tariffs spark uncertainty,The Federal Reserve held interest rates steady on Wednesday amid fears that President Trump's tariffs will rekindle inflation and slow ...,0.4019,positive,NPR,us,United States
2025-05-08 21:43:52+00:00,Trump gives break to Rolls-Royce cars but threatens more tariffs on Mattel toys,"Trump has put in place a 145% tariff on all Chinese imports, causing some companies to halt shipments to the U.S. from China or consider ...",-0.5267,negative,NBC News,us,United States
2025-04-23 07:00:00+00:00,Trump says China tariffs will drop ‘substantially – but it won’t be zero’,US president says tariffs on imported goods will come down from 145% rate but insists 'we're doing fine with China'.,0.1655,positive,The Guardian,gb,United Kingdom
2025-04-14 07:00:00+00:00,"Trump warns exemptions on smartphones, electronics will be short-lived, promises future tariffs","The exemption of smartphones, laptops and other electronic products from import tariffs on China will be short-lived, top US officials have said ...",0.4588,positive,The Guardian,gb,United Kingdom
2025-05-08 15:37:26+00:00,Trump says 10% is floor for tariffs; 'Some will be much higher',President Donald Trump on Thursday said that 10% will be the floor for his tariffs on imports from other countries that seek to reach trade ...,0.0258,neutral,CNBC,us,United States
2025-05-08 09:00:00+00:00,"Trump tariffs to hit small farms in Maga heartlands hardest, analysis predicts","The winners and losers of Trump's first tariff war strongly suggest that bankruptcies and farm consolidation could surge during his second term, ...",-0.4767,negative,The Guardian,gb,United Kingdom
